ts,lat,lon,h_acc,point_id,session
1790020592.4959788,52.499988810907325,13.477077772160316,14.828889955492267,p2,m1-p2-1790020596
1790020596.526167,52.499988810907325,13.477077772160316,14.828889955492267,p2,m1-p2-1790020596
1790020596.526651,52.499988810907325,13.477077772160316,16.395014,p2,m1-p2-1790020596
1790020598.14272,52.50002751801326,13.47705727011628,41.75050119448641,p2,m1-p2-1790020596
1790020598.305662,52.499994928027284,13.47700404084165,26.7083731766864,p2,m1-p2-1790020596
1790020599.310119,52.50003667121846,13.4769631992023,11.595397919408928,p2,m1-p2-1790020596
1790020600.315159,52.50004359786906,13.476817263321946,10.92658159548714,p2,m1-p2-1790020596
1790020601.31758,52.500104700916,13.476786762954097,8.987641195460593,p2,m1-p2-1790020596
1790020602.314471,52.50010924097798,13.47676532909402,7.929652980080226,p2,m1-p2-1790020596
1790020603.318314,52.50011814231384,13.476733986425007,6.957209402649303,p2,m1-p2-1790020596
1790020604.317486,52.50012344881788,13.476715301589067,6.300760064842933,p2,m1-p2-1790020596
1790020605.31146,52.5001033179516,13.476768588400866,5.8555017100071325,p2,m1-p2-1790020596
1790020606.049241,52.50009580761636,13.476794169181106,4.866061729663664,p2,m1-p2-1790020596
1790020607.047216,52.50009045642735,13.476812395742954,4.0147533680817675,p2,m1-p2-1790020596
1790020608.048546,52.500088882547125,13.476817756500223,3.7278970566531386,p2,m1-p2-1790020596
1790020609.047129,52.50008760736177,13.476822099879762,3.478358739124089,p2,m1-p2-1790020596
1790020610.049284,52.500086650924054,13.476825357580278,3.278765316053225,p2,m1-p2-1790020596
1790020612.0461998,52.500084208071144,13.476833687720958,2.6982254985698133,p2,m1-p2-1790020596
1790020613.0507593,52.50008420806369,13.476833687746304,2.698242354136241,p2,m1-p2-1790020596
1790020614.0504699,52.500085195325376,13.476834182171727,2.6921309672286093,p2,m1-p2-1790020596
1790020615.0501232,52.50008519531663,13.476834182196011,2.692147783705756,p2,m1-p2-1790020596
1790020616.0509992,52.50008519530787,13.476834182220355,2.6921645820069946,p2,m1-p2-1790020596
1790020617.0489101,52.50008519529915,13.47683418224455,2.6921812739308515,p2,m1-p2-1790020596
1790020618.050963,52.50008519529035,13.476834182268947,2.6921981499002148,p2,m1-p2-1790020596
1790020619.0452414,52.50008519528169,13.476834182292968,2.6922146761900607,p2,m1-p2-1790020596
1790020620.0497901,52.50008519527285,13.476834182317491,2.692231611647775,p2,m1-p2-1790020596
1790020621.0525184,52.500085195264056,13.476834182341925,2.6922484692942725,p2,m1-p2-1790020596
1790020622.050414,52.500085195255345,13.476834182366119,2.6922652059905303,p2,m1-p2-1790020596
1790020623.0488424,52.50008519524661,13.476834182390341,2.692281956752671,p2,m1-p2-1790020596
1790020624.0505762,52.50008519523784,13.476834182414727,2.6922987209976093,p2,m1-p2-1790020596
1790020625.050895,52.500085195229076,13.476834182439047,2.6923155581301628,p2,m1-p2-1790020596
1790020626.051453,52.50008500089434,13.476834006193736,2.680794062036544,p2,m1-p2-1790020596
1790020627.0511312,52.500085000885946,13.476834006218061,2.6808109507896836,p2,m1-p2-1790020596
1790020628.052287,52.500085000877526,13.476834006242461,2.6808279854786643,p2,m1-p2-1790020596
1790020629.0500762,52.50008500086915,13.4768340062667,2.680844753736881,p2,m1-p2-1790020596
1790020630.0530288,52.500085000860686,13.476834006291185,2.6808619004951697,p2,m1-p2-1790020596
1790020631.055287,52.50008569139312,13.476836123329443,2.671608531305431,p2,m1-p2-1790020596
1790020632.0501597,52.50008555896279,13.476835703587922,2.668680722061349,p2,m1-p2-1790020596
1790020633.0554383,52.50008551435123,13.476835557260417,2.668699790333098,p2,m1-p2-1790020596
1790020634.05728,52.500085481381944,13.476835487681175,2.668718647700239,p2,m1-p2-1790020596
1790020635.0520508,52.500085430877675,13.476835369414983,2.6687372790563475,p2,m1-p2-1790020596
1790020636.0514035,52.500085103670656,13.476834662518934,2.6644073357056963,p2,m1-p2-1790020596
1790020637.0472374,52.50008503431367,13.476834607600274,2.6643953593492737,p2,m1-p2-1790020596
1790020638.049231,52.50008597908153,13.476829132959415,2.649361965108231,p2,m1-p2-1790020596
1790020639.056131,52.50008595578772,13.476829087152344,2.6493811207990583,p2,m1-p2-1790020596
1790020640.0566773,52.5000840011539,13.476829337221972,2.636880313435637,p2,m1-p2-1790020596
1790020641.0537748,52.500083943849525,13.4768293377943,2.63689926175791,p2,m1-p2-1790020596
1790020642.04884,52.50008302449382,13.476827795850081,2.6263814861371397,p2,m1-p2-1790020596
1790020643.0535765,52.50008300654779,13.476827844414395,2.626054984268302,p2,m1-p2-1790020596
1790020644.0502143,52.50008285717234,13.476827777292042,2.625043187009937,p2,m1-p2-1790020596
1790020645.0551789,52.500082873382276,13.476827922546903,2.625062533146582,p2,m1-p2-1790020596
1790020646.0493693,52.50008368592415,13.476830270320866,2.6169266567016036,p2,m1-p2-1790020596
1790020647.049415,52.50008260743441,13.4768289988181,2.6053275528379265,p2,m1-p2-1790020596
1790020648.050201,52.500081506807426,13.476827799335945,2.594136136337124,p2,m1-p2-1790020596
1790020649.0537248,52.50008042522872,13.476826708407662,2.5831621369868496,p2,m1-p2-1790020596
1790020650.050199,52.500080396897516,13.476826693437145,2.5821898610858036,p2,m1-p2-1790020596
1790020651.0501971,52.50007933167824,13.476825630543896,2.5707232490735494,p2,m1-p2-1790020596
1790020652.0520854,52.500077792759974,13.476821040129025,2.551286469973945,p2,m1-p2-1790020596
1790020653.0501697,52.500077784788736,13.476820959619134,2.5513060939788264,p2,m1-p2-1790020596
