ts,lat,lon,h_acc,point_id,session
1789731681.4908628,52.54499990244863,13.3539055570652,21.195014,p1,m1-p1-1789731681
1789731681.712311,52.54501476548138,13.353910600351405,14.76239032050333,p1,m1-p1-1789731681
1789731681.741424,52.54501480803206,13.353910512775713,14.761639319138906,p1,m1-p1-1789731681
1789731687.735152,52.54501919595902,13.353912042836468,11.905210283218025,p1,m1-p1-1789731681
1789731692.2095509,52.54501919597321,13.353912042841412,11.90528346879887,p1,m1-p1-1789731681
1789731702.747415,52.54502128800578,13.353912772328698,10.230300394390044,p1,m1-p1-1789731681
1789731907.8285356,52.54499640957344,13.353779036949724,6.695014,p1,m1-p1-1789731681
1789732091.321704,52.545002648568826,13.353768844552372,174.5043916848999,p1,m1-p1-1789731681
1789732091.412651,52.5450655373936,13.353666105593554,580.6326007484867,p1,m1-p1-1789731681
1789732095.995502,52.544833320330476,13.354008061799158,65.57771545312963,p1,m1-p1-1789731681
1789732097.015436,52.54513913235923,13.354171690638317,39.31360779653165,p1,m1-p1-1789731681
1789732098.017173,52.54499034840923,13.353804231449852,22.399750192163076,p1,m1-p1-1789731681
1789732099.022944,52.54487888766611,13.353478414608086,13.6938733147212,p1,m1-p1-1789731681
1789732100.022141,52.54487406579009,13.353527523682397,13.04685112710768,p1,m1-p1-1789731681
1789732101.021934,52.54487406579446,13.353527523649728,13.046852074740162,p1,m1-p1-1789731681
1789732102.017059,52.54487406579878,13.353527523617368,13.046853011045341,p1,m1-p1-1789731681
1789732103.0001857,52.544874065803,13.353527523585779,13.046854053047365,p1,m1-p1-1789731681
1789732104.0001864,52.54487406580738,13.353527523553096,13.046855175910355,p1,m1-p1-1789731681
1789732105.0001702,52.544874065811754,13.353527523520416,13.04685628894678,p1,m1-p1-1789731681
1789732106.000167,52.544874065816124,13.353527523487735,13.046857373550452,p1,m1-p1-1789731681
1789732107.0001657,52.544874065820494,13.353527523455055,13.04685879442723,p1,m1-p1-1789731681
1789732108.0001497,52.544874066034666,13.353527521854067,13.046915176479718,p1,m1-p1-1789731681
1789732109.0001454,52.54488264748361,13.353463374360327,4.707819600001438,p1,m1-p1-1789731681
1789732110.0001478,52.54488170240904,13.353472598833036,4.668073624784502,p1,m1-p1-1789731681
1789732111.000134,52.54488170241859,13.35347259875235,4.668074895385736,p1,m1-p1-1789731681
1789732112.000134,52.54488170242815,13.353472598671663,4.668076177428386,p1,m1-p1-1789731681
1789732113.000134,52.5448817024377,13.353472598590976,4.668077268635389,p1,m1-p1-1789731681
1789732114.0001175,52.54488170244724,13.353472598510292,4.668078531981153,p1,m1-p1-1789731681
1789732115.0001125,52.54488170245679,13.353472598429605,4.6680797614362275,p1,m1-p1-1789731681
1789732116.000111,52.54488170246637,13.35347259834892,4.668081085021545,p1,m1-p1-1789731681
1789732117.000094,52.54488170247592,13.353472598268237,4.668082375222295,p1,m1-p1-1789731681
1789732118.0000768,52.54488170248548,13.353472598187553,4.66808348429836,p1,m1-p1-1789731681
1789732119.0000598,52.54488170249504,13.353472598106872,4.668084761226624,p1,m1-p1-1789731681
1789732120.0000434,52.5448817025046,13.353472598026192,4.668086018675138,p1,m1-p1-1789731681
1789732121.0000281,52.544880809811026,13.35348150440558,4.629323793589358,p1,m1-p1-1789731681
1789732122.0000114,52.54488080982418,13.353481504288693,4.629325419353047,p1,m1-p1-1789731681
1789732122.9999976,52.544880809837345,13.35348150417181,4.629326870767898,p1,m1-p1-1789731681
1789732123.9999824,52.54488393203625,13.353453772154968,4.748651530191762,p1,m1-p1-1789731681
1789732124.9999676,52.5448737480239,13.353486880672492,4.748651530191761,p1,m1-p1-1789731681
1789732125.9999545,52.54487370611438,13.353486880672493,4.748651530191761,p1,m1-p1-1789731681
1789732126.9999402,52.54487370611438,13.353486880672493,4.748651530191761,p1,m1-p1-1789731681
1789732127.9999275,52.54487370611438,13.353486880672493,4.748651530191761,p1,m1-p1-1789731681
1789732128.9999146,52.54487370611438,13.353486880672493,19.180865070155228,p1,m1-p1-1789731681
1789732129.999901,52.54487370611438,13.353486880672493,19.153614279235665,p1,m1-p1-1789731681
1789732130.9998891,52.54487370611438,13.353486880672493,17.13941807613368,p1,m1-p1-1789731681
1789732131.9998765,52.54487370611438,13.353486880672493,13.546222784432063,p1,m1-p1-1789731681
1789732132.9998646,52.54487370611438,13.353486880672493,13.546222784432064,p1,m1-p1-1789731681
1789732133.999853,52.544872284416485,13.353497767322365,5.081071798276984,p1,m1-p1-1789731681
1789732134.9998417,52.54487235159847,13.353497252876418,4.959576623619966,p1,m1-p1-1789731681
1789732135.9998293,52.54487235159847,13.353497252876322,4.9595871349135905,p1,m1-p1-1789731681
1789732136.9998186,52.54487235626363,13.35349721715301,4.951049585316306,p1,m1-p1-1789731681
1789732137.9998074,52.544872418642804,13.35349673948457,4.835308037592694,p1,m1-p1-1789731681
1789732138.9997964,52.54487246470329,13.353496386776458,4.748037207889473,p1,m1-p1-1789731681
1789732139.9997854,52.54487247081103,13.353496340006444,4.736353722870632,p1,m1-p1-1789731681
1789732140.999775,52.544872470811036,13.353496340006375,4.736364726121779,p1,m1-p1-1789731681
1789732141.9997644,52.54487251601304,13.353495993872132,4.648911956231404,p1,m1-p1-1789731681
1789732142.999754,52.54487251996132,13.35349596363813,4.641205061728539,p1,m1-p1-1789731681
1789732143.9997435,52.54487252006419,13.353495962850374,4.641015148640126,p1,m1-p1-1789731681
1789732144.9997334,52.54487256358767,13.353495629569453,4.555076748248562,p1,m1-p1-1789731681
1789732145.999724,52.544872566463525,13.353495607547613,4.549351698089886,p1,m1-p1-1789731681
1789732146.999714,52.54487256715957,13.35349560221762,4.547973791870697,p1,m1-p1-1789731681
1789732147.999704,52.544872606381524,13.353495301875519,4.468990154162402,p1,m1-p1-1789731681
1789732148.9996939,52.544872641638364,13.353495031896314,4.396781499947124,p1,m1-p1-1789731681
1789732149.9996836,52.54487267335923,13.353494788993839,4.330786900306544,p1,m1-p1-1789731681
1789732150.9996738,52.54487206100816,13.353501737970307,4.23899686184011,p1,m1-p1-1789731681
1789732151.999665,52.54487210174032,13.353501370109694,4.186202309704825,p1,m1-p1-1789731681
1789732152.9996552,52.54487213719979,13.353501049867855,4.139694954014371,p1,m1-p1-1789731681
1789732153.9996457,52.54487213964434,13.35350102779055,4.136481358104197,p1,m1-p1-1789731681
1789732154.9996362,52.544872139644355,13.353501027790506,4.136494069190432,p1,m1-p1-1789731681
1789732155.9996266,52.54487213998053,13.353501024754411,4.136062830521821,p1,m1-p1-1789731681
1789732156.9996176,52.54487217336894,13.353500723216749,4.091749581680268,p1,m1-p1-1789731681
1789732157.9996085,52.54487187500784,13.353507382471177,4.062443430039953,p1,m1-p1-1789731681
1789732158.9995987,52.5448719110623,13.353506978791106,4.022262746843242,p1,m1-p1-1789731681
1789732159.9995892,52.544871911062316,13.353506978791057,4.0222758506379215,p1,m1-p1-1789731681
1789732160.9995804,52.54487191258414,13.353506961752148,4.020583535592692,p1,m1-p1-1789731681
1789732161.9995708,52.544871912584156,13.353506961752098,4.020596630598714,p1,m1-p1-1789731681
1789732162.9995623,52.54487194629185,13.353506584347441,3.982648627218105,p1,m1-p1-1789731681
1789732163.9995527,52.544871976796315,13.353506242807331,3.947993471448893,p1,m1-p1-1789731681
1789732164.9995444,52.54487197769234,13.35350623277512,3.9469839091528987,p1,m1-p1-1789731681
1789732165.9995353,52.54487200730213,13.353505901252113,3.913042837627312,p1,m1-p1-1789731681
1789732166.9995263,52.544872008125175,13.353505892036932,3.9121082098006927,p1,m1-p1-1789731681
1789732167.999517,52.54487203738767,13.35350556440229,3.8782649811257315,p1,m1-p1-1789731681
1789732168.9995081,52.54487203738768,13.353505564402255,3.878278503572863,p1,m1-p1-1789731681
1789732169.9994993,52.54487206482384,13.353505257216023,3.8462776095641114,p1,m1-p1-1789731681
1789732170.9994903,52.54487208988768,13.35350497659134,3.8168103019748765,p1,m1-p1-1789731681
1789732171.9994812,52.54487209044239,13.353504970380602,3.816168953045208,p1,m1-p1-1789731681
1789732172.9994736,52.54487209147874,13.353504958777282,3.814958449995399,p1,m1-p1-1789731681
1789732173.9994638,52.54487211593962,13.353504684903568,3.785964454595967,p1,m1-p1-1789731681
1789732174.999455,52.54487213842454,13.353504433153502,3.75911638740393,p1,m1-p1-1789731681
1789732175.999446,52.544872160096475,13.35350419050585,3.7330566327104355,p1,m1-p1-1789731681
1789732176.9994378,52.54487218016227,13.353503965841204,3.7087658014467464,p1,m1-p1-1789731681
1789732177.9994283,52.54487218055784,13.353503961412411,3.708299100822107,p1,m1-p1-1789731681
1789732178.99942,52.54487219956571,13.35350374859272,3.685138682765163,p1,m1-p1-1789731681
1789732179.999411,52.54487221730973,13.353503549923682,3.663387024185423,p1,m1-p1-1789731681
1789732180.9994016,52.54487174790625,13.353508761040608,3.644571240543844,p1,m1-p1-1789731681
1789732181.9993935,52.54487176934056,13.353508521540796,3.6245842341356593,p1,m1-p1-1789731681
1789732182.9993849,52.54487176934056,13.353508521540775,3.624598859474742,p1,m1-p1-1789731681
1789732183.9993758,52.54487178933427,13.353508298137738,3.605856017550225,p1,m1-p1-1789731681
1789732184.9993668,52.54487180806976,13.353508088793589,3.588204606652201,p1,m1-p1-1789731681
1789732185.9993577,52.54487182569982,13.353507891800989,3.5715157342450543,p1,m1-p1-1789731681
1789732186.9993496,52.54487184235257,13.353507705728774,3.5556807861975304,p1,m1-p1-1789731681
1789732187.9993405,52.54487185813642,13.35350752936519,3.5406071405690867,p1,m1-p1-1789731681
1789732188.9993322,52.54487185813643,13.35350752936518,3.5406219801239978,p1,m1-p1-1789731681
1789732189.999323,52.544871858779224,13.353507522182793,3.540020997606584,p1,m1-p1-1789731681
1789732190.9993143,52.5448718743456,13.353507348249215,3.5250894541616526,p1,m1-p1-1789731681
1789732191.9993062,52.54487188914326,13.353507182905078,3.5108369832698574,p1,m1-p1-1789731681
1789732192.999297,52.54487190325092,13.353507025270684,3.49719546044186,p1,m1-p1-1789731681
1789732193.999289,52.54487191697964,13.353506871870575,3.4838693138180776,p1,m1-p1-1789731681
1789732194.9992805,52.54487193011638,13.353506725084973,3.471070668167432,p1,m1-p1-1789731681
1789732195.9992714,52.54487193060956,13.35350671957433,3.470603770222269,p1,m1-p1-1789731681
1789732196.999263,52.544871943645,13.35350657392058,3.4578549483916134,p1,m1-p1-1789731681
1789732197.9992537,52.54487194410988,13.35350656872621,3.457413938068771,p1,m1-p1-1789731681
1789732198.9992454,52.54487194491281,13.353506559754456,3.4566412050329673,p1,m1-p1-1789731681
1789732199.9992363,52.544871945585456,13.353506552238663,3.4559963542891223,p1,m1-p1-1789731681
1789732200.9992275,52.5448719597828,13.353506393602373,3.4420483905835915,p1,m1-p1-1789731681
1789732201.9992194,52.54487196052219,13.353506385340694,3.441334731807236,p1,m1-p1-1789731681
1789732202.9992106,52.544871961678645,13.353506372418847,3.4402097117804824,p1,m1-p1-1789731681
1789732203.9992023,52.544871962463766,13.353506363646234,3.4394506716459805,p1,m1-p1-1789731681
1789732204.9991932,52.54487196302325,13.353506357394805,3.4389141932673155,p1,m1-p1-1789731681
1789732205.999187,52.544871964018895,13.353506346269707,3.4379471598783504,p1,m1-p1-1789731681
1789732206.9991755,52.54487196484148,13.353506337078429,3.4371506619389924,p1,m1-p1-1789731681
1789732207.9991682,52.544871982660425,13.353506137975334,3.4195338047736836,p1,m1-p1-1789731681
1789732208.9991584,52.54487199924085,13.353505952711261,3.4030605310123487,p1,m1-p1-1789731681
1789732209.9991493,52.5448719995299,13.353505949481438,3.40278779271467,p1,m1-p1-1789731681
1789732210.9991412,52.54487189000943,13.353507281380331,3.397365795182021,p1,m1-p1-1789731681
1789732211.9991376,52.54487189062829,13.35350727442862,3.396802384511077,p1,m1-p1-1789731681
1789732212.999125,52.54487189157571,13.353507263786133,3.395931311994534,p1,m1-p1-1789731681
1789732213.9991157,52.544871892386425,13.353507254679235,3.3951880675704142,p1,m1-p1-1789731681
1789732214.9991064,52.544871892386425,13.35350725467921,3.395203546962751,p1,m1-p1-1789731681
1789732215.999098,52.54487191085235,13.353507047247389,3.3778911794375377,p1,m1-p1-1789731681
1789732216.9990897,52.544871911902,13.353507035456559,3.376919114856513,p1,m1-p1-1789731681
1789732217.9990814,52.544871930262396,13.35350682921038,3.3596118618966813,p1,m1-p1-1789731681
1789732218.9990716,52.54487193115341,13.353506819201433,3.3587845865658785,p1,m1-p1-1789731681
