verfahren,true_distance,gemessen,los
uwb,3.0,3.2734339237213135,true
uwb,3.0,3.294419288635254,true
uwb,3.0,3.2986552715301514,true
uwb,3.0,3.308706521987915,true
uwb,3.0,3.2150323390960693,true
uwb,3.0,3.266178607940674,true
uwb,3.0,3.2782979011535645,true
uwb,3.0,3.2782797813415527,true
uwb,3.0,3.2394299507141113,true
uwb,3.0,3.2351491451263428,true
uwb,3.0,3.1976237297058105,true
uwb,3.0,3.1879992485046387,true
uwb,3.0,3.177123785018921,true
uwb,3.0,3.1766226291656494,true
uwb,3.0,3.3329458236694336,true
uwb,3.0,3.291152238845825,true
uwb,3.0,3.306332588195801,true
uwb,3.0,3.2359704971313477,true
uwb,3.0,3.227532386779785,true
uwb,3.0,3.27004075050354,true
uwb,3.0,3.27555775642395,true
uwb,3.0,3.209016799926758,true
uwb,3.0,3.193516731262207,true
uwb,3.0,3.1815285682678223,true
uwb,3.0,3.255098819732666,true
uwb,3.0,3.2563912868499756,true
uwb,3.0,3.260890483856201,true
uwb,3.0,3.264749526977539,true
uwb,3.0,3.269066095352173,true
uwb,3.0,3.296494245529175,true
uwb,3.0,3.213090181350708,true
uwb,3.0,3.1946141719818115,true
uwb,3.0,3.1810829639434814,true
uwb,3.0,3.165679931640625,true
uwb,3.0,3.1614296436309814,true
uwb,3.0,3.3463737964630127,true
uwb,3.0,3.3643388748168945,true
uwb,3.0,3.392472505569458,true
uwb,3.0,3.409809112548828,true
uwb,3.0,3.292083263397217,true
uwb,3.0,3.2934188842773438,true
uwb,3.0,3.2893662452697754,true
uwb,3.0,3.239715337753296,true
uwb,3.0,3.2316806316375732,true
uwb,3.0,3.2131755352020264,true
uwb,3.0,3.2761318683624268,true
uwb,3.0,3.281228542327881,true
uwb,3.0,3.2683374881744385,true
uwb,3.0,3.2539472579956055,true
uwb,3.0,3.2725343704223633,true
uwb,3.0,3.1691060066223145,true
uwb,3.0,3.281827926635742,true
uwb,3.0,3.194888114929199,true
uwb,3.0,3.207479476928711,true
uwb,3.0,3.184095621109009,true
uwb,3.0,3.279129981994629,true
uwb,3.0,3.2458529472351074,true
uwb,3.0,3.2917211055755615,true
uwb,3.0,3.187093734741211,true
uwb,3.0,3.2057313919067383,true
ble,3.0,1.8957356524063758,true
ble,3.0,2.108578993139148,true
ble,3.0,2.2591846216287865,true
ble,3.0,2.3234912887426824,true
ble,3.0,2.359878125119267,true
ble,3.0,2.3820877297739744,true
ble,3.0,2.3276017686335004,true
ble,3.0,2.2921310336768044,true
ble,3.0,2.3170687915474253,true
ble,3.0,2.376615495618397,true
