verfahren,true_distance,gemessen,los
uwb,5.0,5.1996002197265625,false
uwb,5.0,5.180113792419434,false
uwb,5.0,5.188002586364746,false
uwb,5.0,5.173896789550781,false
uwb,5.0,5.216614723205566,false
uwb,5.0,5.183015823364258,false
uwb,5.0,5.1574015617370605,false
uwb,5.0,5.154543399810791,false
uwb,5.0,5.181873321533203,false
uwb,5.0,5.208189010620117,false
uwb,5.0,5.209623336791992,false
uwb,5.0,5.27418851852417,false
uwb,5.0,5.268354892730713,false
uwb,5.0,5.233234405517578,false
uwb,5.0,5.208963394165039,false
uwb,5.0,5.157688617706299,false
uwb,5.0,5.15945291519165,false
uwb,5.0,5.2079267501831055,false
uwb,5.0,5.1947021484375,false
uwb,5.0,5.197165012359619,false
uwb,5.0,5.181210517883301,false
uwb,5.0,5.182062149047852,false
uwb,5.0,5.169079303741455,false
uwb,5.0,5.170560359954834,false
uwb,5.0,5.1848931312561035,false
uwb,5.0,5.219967842102051,false
uwb,5.0,5.205015659332275,false
uwb,5.0,5.217695236206055,false
uwb,5.0,5.216817855834961,false
uwb,5.0,5.205526828765869,false
uwb,5.0,5.2175493240356445,false
uwb,5.0,5.214202404022217,false
uwb,5.0,5.200587272644043,false
uwb,5.0,5.172277927398682,false
uwb,5.0,5.185200214385986,false
uwb,5.0,5.235070705413818,false
uwb,5.0,5.22685432434082,false
uwb,5.0,5.2246856689453125,false
uwb,5.0,5.214290618896484,false
uwb,5.0,5.222084999084473,false
uwb,5.0,5.229837417602539,false
uwb,5.0,5.2058634757995605,false
uwb,5.0,5.203485012054443,false
uwb,5.0,5.234915256500244,false
uwb,5.0,5.2016167640686035,false
uwb,5.0,5.199948787689209,false
uwb,5.0,5.224124908447266,false
uwb,5.0,5.170765399932861,false
uwb,5.0,5.204482078552246,false
uwb,5.0,5.2349138259887695,false
uwb,5.0,5.210264205932617,false
uwb,5.0,5.253578186035156,false
uwb,5.0,5.21276330947876,false
uwb,5.0,5.237630367279053,false
uwb,5.0,5.2271013259887695,false
uwb,5.0,5.2270379066467285,false
uwb,5.0,5.226590633392334,false
uwb,5.0,5.239462375640869,false
uwb,5.0,5.21875524520874,false
uwb,5.0,5.224581718444824,false
ble,5.0,3.5938136638046276,false
ble,5.0,3.942022058432647,false
ble,5.0,3.781480020440391,false
ble,5.0,3.7180947953991583,false
ble,5.0,3.6834676744961206,false
ble,5.0,3.662349976195372,false
ble,5.0,3.6484908058523664,false
ble,5.0,3.6388856121982505,false
ble,5.0,3.557093137782802,false
