verfahren,true_distance,gemessen,los
uwb,7.0,7.336820602416992,false
uwb,7.0,7.328426837921143,false
uwb,7.0,7.311038494110107,false
uwb,7.0,7.321231842041016,false
uwb,7.0,7.311546325683594,false
uwb,7.0,7.3286638259887695,false
uwb,7.0,7.354347229003906,false
uwb,7.0,7.378085136413574,false
uwb,7.0,7.364810943603516,false
uwb,7.0,7.382601737976074,false
uwb,7.0,7.327084541320801,false
uwb,7.0,7.334042549133301,false
uwb,7.0,7.296957492828369,false
uwb,7.0,7.326319217681885,false
uwb,7.0,7.333649158477783,false
uwb,7.0,7.3472113609313965,false
uwb,7.0,7.349908828735352,false
uwb,7.0,7.360328674316406,false
uwb,7.0,7.384125709533691,false
uwb,7.0,7.383925914764404,false
uwb,7.0,7.372591972351074,false
uwb,7.0,7.351166248321533,false
uwb,7.0,7.342702865600586,false
uwb,7.0,7.345678806304932,false
uwb,7.0,7.340734481811523,false
uwb,7.0,7.3458147048950195,false
uwb,7.0,7.327939033508301,false
uwb,7.0,7.32092809677124,false
uwb,7.0,7.346446514129639,false
uwb,7.0,7.37704610824585,false
uwb,7.0,7.375340461730957,false
uwb,7.0,7.31571626663208,false
uwb,7.0,7.344707012176514,false
uwb,7.0,7.376992702484131,false
uwb,7.0,7.3488545417785645,false
uwb,7.0,7.330389976501465,false
uwb,7.0,7.3703436851501465,false
uwb,7.0,7.3420515060424805,false
uwb,7.0,7.3314080238342285,false
uwb,7.0,7.296286106109619,false
uwb,7.0,7.299458980560303,false
uwb,7.0,7.317255020141602,false
uwb,7.0,7.296625137329102,false
uwb,7.0,7.320350170135498,false
uwb,7.0,7.3476667404174805,false
uwb,7.0,7.32122802734375,false
uwb,7.0,7.300644397735596,false
uwb,7.0,7.351526737213135,false
uwb,7.0,7.300845623016357,false
uwb,7.0,7.312694072723389,false
uwb,7.0,7.372081279754639,false
uwb,7.0,7.359614849090576,false
uwb,7.0,7.366952419281006,false
uwb,7.0,7.345327377319336,false
uwb,7.0,7.355228900909424,false
uwb,7.0,7.322286605834961,false
uwb,7.0,7.347288608551025,false
uwb,7.0,7.330509185791016,false
uwb,7.0,7.356534004211426,false
uwb,7.0,7.348212718963623,false
ble,7.0,4.641588833612778,false
ble,7.0,4.245862600539999,false
ble,7.0,4.838642059453125,false
ble,7.0,5.149736511728481,false
ble,7.0,5.181456867406688,false
ble,7.0,5.201536865259231,false
ble,7.0,5.086747953714413,false
ble,7.0,5.008444068009489,false
ble,7.0,5.045064616357229,false
ble,7.0,5.0734214229537224,false
