verfahren,true_distance,gemessen,los
uwb,1.0,3.857729434967041,true
uwb,1.0,2.8888001441955566,true
uwb,1.0,1.883895754814148,true
uwb,1.0,2.0763626098632812,true
uwb,1.0,2.1087400913238525,true
uwb,1.0,2.2244601249694824,true
uwb,1.0,1.8641095161437988,true
uwb,1.0,1.904281735420227,true
uwb,1.0,1.8704051971435547,true
uwb,1.0,2.521254539489746,true
uwb,1.0,2.2982089519500732,true
uwb,1.0,2.155507802963257,true
uwb,1.0,2.071565866470337,true
uwb,1.0,1.8575140237808228,true
uwb,1.0,2.1956799030303955,true
uwb,1.0,2.145914316177368,true
uwb,1.0,2.082658290863037,true
uwb,1.0,2.2970097064971924,true
uwb,1.0,2.433415412902832,true
uwb,1.0,2.7541933059692383,true
uwb,1.0,3.003021001815796,true
uwb,1.0,1.8689061403274536,true
uwb,1.0,1.8593127727508545,true
uwb,1.0,2.3653624057769775,true
uwb,1.0,2.198378086090088,true
uwb,1.0,2.5995004177093506,true
uwb,1.0,1.8248367309570312,true
uwb,1.0,1.8689061403274536,true
uwb,1.0,1.9477516412734985,true
uwb,1.0,1.9264663457870483,true
uwb,1.0,2.01220703125,true
uwb,1.0,2.8102545738220215,true
uwb,1.0,1.9009839296340942,true
uwb,1.0,1.9678376913070679,true
uwb,1.0,2.98653244972229,true
uwb,1.0,2.0017142295837402,true
uwb,1.0,2.070666551589966,true
uwb,1.0,1.9663387537002563,true
uwb,1.0,1.965739130973816,true
uwb,1.0,2.1722960472106934,true
uwb,1.0,2.0742640495300293,true
uwb,1.0,2.5845108032226562,true
uwb,1.0,3.0156123638153076,true
uwb,1.0,2.970343589782715,true
uwb,1.0,2.2160658836364746,true
uwb,1.0,2.666354179382324,true
uwb,1.0,3.0758705139160156,true
uwb,1.0,2.964048147201538,true
uwb,1.0,3.8508341312408447,true
uwb,1.0,3.2548468112945557,true
uwb,1.0,3.0261051654815674,true
uwb,1.0,3.176600933074951,true
uwb,1.0,3.123537540435791,true
uwb,1.0,3.343585252761841,true
uwb,1.0,3.6493735313415527,true
uwb,1.0,4.0708818435668945,true
uwb,1.0,3.9155893325805664,true
uwb,1.0,2.4714889526367188,true
uwb,1.0,2.9010915756225586,true
uwb,1.0,2.508063793182373,true
ble,1.0,1.1364636663857248,true
ble,1.0,1.273810620355696,true
ble,1.0,1.4479036196244361,true
ble,1.0,1.5257127189754565,true
ble,1.0,1.4386902525665,true
ble,1.0,1.447000535126488,true
ble,1.0,1.4521533932949717,true
ble,1.0,1.4555217749998457,true
ble,1.0,1.4578291392017448,true
ble,1.0,1.4594898039655,true
ble,1.0,1.4311686515681519,true
ble,1.0,1.409652043885923,true
ble,1.0,1.3926973782706467,true
ble,1.0,1.3789608684665149,true
