verfahren,true_distance,gemessen,los
ble,9.0,2.7825594022071245,true
ble,9.0,2.514154083465229,true
ble,9.0,2.4834905750571905,true
ble,9.0,2.6830954327097354,true
ble,9.0,2.7113709536023123,true
ble,9.0,2.6408742290954605,true
ble,9.0,2.5970979638657927,true
ble,9.0,2.6867294687018397,true
ble,9.0,2.7019405396182785,true
ble,9.0,2.7133628386128255,true
ble,9.0,2.722280854277132,true
ble,9.0,2.769058646877076,true
ble,9.0,2.7705813571991404,true
ble,9.0,2.771855749928525,true
ble,9.0,2.772939872116769,true
ble,9.0,2.7738738791932946,true
ble,9.0,2.774687851366978,true
ble,9.0,2.7413903115770046,true
ble,9.0,2.744999526617512,true
ble,9.0,2.8255245069800674,true
ble,9.0,2.9229556775024896,true
ble,9.0,3.0163033214108363,true
ble,9.0,3.082441914546454,true
ble,9.0,3.118230460743044,true
ble,9.0,3.1216836555361356,true
ble,9.0,3.092162440233225,true
ble,9.0,3.0657380712322366,true
ble,9.0,3.0729430015511396,true
ble,9.0,3.079572766551964,true
ble,9.0,3.0856840445975524,true
ble,9.0,3.060596870693269,true
ble,9.0,3.0679882781435204,true
ble,9.0,3.166838060561833,true
ble,9.0,3.2636118789936615,true
ble,9.0,3.33661005903779,true
ble,9.0,3.3818867013813203,true
ble,9.0,3.4723843148782256,true
ble,9.0,3.5810136465065847,true
ble,9.0,3.687130543496194,true
ble,9.0,3.790466824773781,true
ble,9.0,3.8907964680269056,true
ble,9.0,3.9880265523583747,true
ble,9.0,4.082004944055467,true
ble,9.0,4.145813881507068,true
ble,9.0,4.233827469300457,true
ble,9.0,4.318534452187954,true
ble,9.0,4.370969284724041,true
ble,9.0,4.420641161407754,true
ble,9.0,4.49740932976625,true
ble,9.0,4.570995896234481,true
ble,9.0,4.610312336496996,true
ble,9.0,4.678811888695361,true
ble,9.0,4.772911037313225,true
ble,9.0,4.863825650028959,true
ble,9.0,4.921349946859427,true
ble,9.0,4.976119013958002,true
