verfahren,true_distance,gemessen,los
uwb,1.0,2.383350133895874,false
uwb,1.0,2.2007763385772705,false
uwb,1.0,1.9495503902435303,false
uwb,1.0,2.374056577682495,false
uwb,1.0,2.006211042404175,false
uwb,1.0,2.1275243759155273,false
uwb,1.0,1.9432547092437744,false
uwb,1.0,1.7262049913406372,false
uwb,1.0,2.2220616340637207,false
uwb,1.0,2.046083450317383,false
uwb,1.0,2.25264048576355,false
uwb,1.0,1.9876240491867065,false
uwb,1.0,1.954347014427185,false
uwb,1.0,1.8680068254470825,false
uwb,1.0,1.8371281623840332,false
uwb,1.0,1.7834653854370117,false
uwb,1.0,1.7978553771972656,false
uwb,1.0,1.7675763368606567,false
uwb,1.0,2.1570067405700684,false
uwb,1.0,2.164501428604126,false
uwb,1.0,2.282320022583008,false
uwb,1.0,2.1396188735961914,false
uwb,1.0,2.194885730743408,false
uwb,1.0,2.2190637588500977,false
uwb,1.0,2.0865554809570312,false
uwb,1.0,2.049081563949585,false
uwb,1.0,1.6017911434173584,false
uwb,1.0,1.6503574848175049,false
uwb,1.0,2.1612038612365723,false
uwb,1.0,2.0340917110443115,false
uwb,1.0,1.9525482654571533,false
uwb,1.0,2.0946497917175293,false
uwb,1.0,2.070366621017456,false
uwb,1.0,2.0820586681365967,false
uwb,1.0,2.0646705627441406,false
uwb,1.0,2.158205986022949,false
uwb,1.0,2.0727651119232178,false
uwb,1.0,2.4187254905700684,false
uwb,1.0,1.8569145202636719,false
uwb,1.0,2.571319818496704,false
uwb,1.0,1.5763087272644043,false
uwb,1.0,2.344377040863037,false
uwb,1.0,2.0403873920440674,false
uwb,1.0,1.74988853931427,false
uwb,1.0,3.0413944721221924,false
uwb,1.0,1.8802982568740845,false
uwb,1.0,1.9855254888534546,false
uwb,1.0,1.9249674081802368,false
uwb,1.0,1.8197401762008667,false
uwb,1.0,1.6920286417007446,false
uwb,1.0,1.9840264320373535,false
uwb,1.0,1.8704051971435547,false
uwb,1.0,1.8290337324142456,false
uwb,1.0,1.7681759595870972,false
uwb,1.0,1.651256799697876,false
uwb,1.0,1.8584134578704834,false
uwb,1.0,1.915673851966858,false
uwb,1.0,2.1201322078704834,false
uwb,1.0,1.9990161657333374,false
uwb,1.0,2.055077314376831,false
ble,1.0,1.0,false
ble,1.0,1.122537711036478,false
ble,1.0,1.1296808077334364,false
ble,1.0,1.132391244252302,false
ble,1.0,1.1845693841184464,false
ble,1.0,1.2156748294323019,false
ble,1.0,1.1935685956599957,false
ble,1.0,1.179943863687834,false
ble,1.0,1.1709879848710947,false
ble,1.0,1.1647315668958413,false
