verfahren,true_distance,gemessen,los
uwb,8.0,9.437167167663574,false
uwb,8.0,9.407187461853027,false
uwb,8.0,10.278684616088867,false
uwb,8.0,8.985979080200195,false
uwb,8.0,9.080713272094727,false
uwb,8.0,8.671796798706055,false
uwb,8.0,9.064225196838379,false
uwb,8.0,8.937413215637207,false
uwb,8.0,8.910731315612793,false
uwb,8.0,8.92931842803955,false
uwb,8.0,9.028549194335938,false
uwb,8.0,8.932315826416016,false
uwb,8.0,8.947905540466309,false
uwb,8.0,8.973088264465332,false
uwb,8.0,9.093904495239258,false
uwb,8.0,9.054631233215332,false
uwb,8.0,9.00246810913086,false
uwb,8.0,9.072019577026367,false
uwb,8.0,8.989876747131348,false
uwb,8.0,8.983580589294434,false
uwb,8.0,9.00036907196045,false
uwb,8.0,9.011761665344238,false
uwb,8.0,8.996171951293945,false
uwb,8.0,9.110093116760254,false
uwb,8.0,9.090006828308105,false
uwb,8.0,9.136175155639648,false
uwb,8.0,9.078015327453613,false
uwb,8.0,9.075017929077148,false
uwb,8.0,9.077715873718262,false
uwb,8.0,9.071419715881348,false
uwb,8.0,9.072319030761719,false
uwb,8.0,9.054032325744629,false
uwb,8.0,9.056730270385742,false
uwb,8.0,9.009062767028809,false
uwb,8.0,9.06362533569336,false
uwb,8.0,9.017757415771484,false
uwb,8.0,9.140372276306152,false
uwb,8.0,8.91702651977539,false
uwb,8.0,9.469843864440918,false
uwb,8.0,9.03394603729248,false
uwb,8.0,9.067523002624512,false
uwb,8.0,9.049835205078125,false
uwb,8.0,9.09510326385498,false
uwb,8.0,9.035744667053223,false
uwb,8.0,9.069921493530273,false
uwb,8.0,9.021354675292969,false
uwb,8.0,9.058229446411133,false
uwb,8.0,9.052533149719238,false
uwb,8.0,9.050734519958496,false
uwb,8.0,9.542094230651855,false
uwb,8.0,9.100500106811523,false
uwb,8.0,9.059128761291504,false
uwb,8.0,9.109793663024902,false
uwb,8.0,9.006364822387695,false
uwb,8.0,9.106795310974121,false
uwb,8.0,9.103497505187988,false
uwb,8.0,9.061226844787598,false
uwb,8.0,9.028549194335938,false
uwb,8.0,9.069321632385254,false
uwb,8.0,9.06662368774414,false
ble,8.0,2.4484367468222272,false
ble,8.0,2.9907752145587017,false
ble,8.0,3.0677903037369063,false
ble,8.0,2.963861084429289,false
ble,8.0,2.909587095558799,false
ble,8.0,2.8775332155344393,false
ble,8.0,2.9330875533617324,false
ble,8.0,3.0350790539814465,false
ble,8.0,3.112540453010982,false
ble,8.0,3.221485742583183,false
ble,8.0,3.311428590120371,false
ble,8.0,3.293088646980874,false
ble,8.0,3.2781935992614173,false
ble,8.0,3.2658298115056548,false
ble,8.0,3.295305351513634,false
ble,8.0,3.3211339350113316,false
ble,8.0,3.306186279955192,false
ble,8.0,3.3293687609441616,false
ble,8.0,3.382168846362936,false
ble,8.0,3.430682578108839,false
ble,8.0,3.443237353326705,false
ble,8.0,3.4862933519083628,false
ble,8.0,3.5546506886701814,false
