point_id,environment,n,cep50_m,cep95_m,gemeldet_median_m,faktor_cep95_zu_gemeldet
p1,urban_canyon,868,0.37899478887517485,32.333589431296126,3.324442582492405,9.726018311032146
p2,open_sky,815,2.595667931438897,8.234184586257571,2.1053395764285594,3.911095710377429
p3,shadowed,42,1.2714660777536277,5.107315614586494,8.014104997166557,0.6372908286567522
