ts,true_distance,depth_m,confidence,lighting
1789314225.890579,0.5,0.498779296875,2,nacht
1789314225.893241,0.5,0.498779296875,2,nacht
1789314225.907325,0.5,0.4990234375,2,nacht
1789314225.923944,0.5,0.4990234375,2,nacht
1789314225.941236,0.5,0.498779296875,2,nacht
1789314225.957272,0.5,0.498779296875,2,nacht
1789314225.974,0.5,0.49853515625,2,nacht
1789314225.990567,0.5,0.4990234375,2,nacht
1789314226.0074081,0.5,0.49951171875,2,nacht
1789314226.023942,0.5,0.49951171875,2,nacht
1789314226.040591,0.5,0.49951171875,2,nacht
1789314226.0572171,0.5,0.499267578125,2,nacht
1789314226.073906,0.5,0.4990234375,2,nacht
1789314226.0905728,0.5,0.4990234375,2,nacht
1789314226.107226,0.5,0.498779296875,2,nacht
1789314226.124073,0.5,0.49853515625,2,nacht
1789314226.140599,0.5,0.49853515625,2,nacht
1789314226.157326,0.5,0.49853515625,2,nacht
1789314226.1738791,0.5,0.49853515625,2,nacht
1789314226.190545,0.5,0.49853515625,2,nacht
1789314226.207376,0.5,0.49853515625,2,nacht
1789314226.223909,0.5,0.49853515625,2,nacht
1789314226.2407131,0.5,0.49853515625,2,nacht
1789314226.2572331,0.5,0.498779296875,2,nacht
1789314226.273916,0.5,0.498779296875,2,nacht
1789314226.2906408,0.5,0.4990234375,2,nacht
1789314226.307366,0.5,0.498779296875,2,nacht
1789314226.324129,0.5,0.49853515625,2,nacht
1789314226.3406758,0.5,0.49853515625,2,nacht
1789314226.357259,0.5,0.49853515625,2,nacht
