ts,true_distance,depth_m,confidence,lighting
1789313944.775631,0.3,0.3056640625,2,tag
1789313944.7844481,0.3,0.3056640625,2,tag
1789313944.801075,0.3,0.3056640625,2,tag
1789313944.817758,0.3,0.305908203125,2,tag
1789313944.834375,0.3,0.3056640625,2,tag
1789313944.851054,0.3,0.30517578125,2,tag
1789313944.868023,0.3,0.305908203125,2,tag
1789313944.884517,0.3,0.30615234375,2,tag
1789313944.901277,0.3,0.306396484375,2,tag
1789313944.917831,0.3,0.30615234375,2,tag
1789313944.934465,0.3,0.306884765625,2,tag
1789313944.951171,0.3,0.30712890625,2,tag
1789313944.96842,0.3,0.307373046875,2,tag
1789313944.984398,0.3,0.3076171875,2,tag
1789313945.001162,0.3,0.307373046875,2,tag
1789313945.017853,0.3,0.30712890625,2,tag
1789313945.0345302,0.3,0.30712890625,2,tag
1789313945.051121,0.3,0.306884765625,2,tag
1789313945.0679321,0.3,0.307373046875,2,tag
1789313945.084513,0.3,0.30712890625,2,tag
1789313945.101224,0.3,0.30712890625,2,tag
1789313945.117799,0.3,0.30712890625,2,tag
1789313945.1344981,0.3,0.306884765625,2,tag
1789313945.15117,0.3,0.3076171875,2,tag
1789313945.167803,0.3,0.30810546875,2,tag
1789313945.1845632,0.3,0.307861328125,2,tag
1789313945.20113,0.3,0.307861328125,2,tag
1789313945.217822,0.3,0.30810546875,2,tag
1789313945.2347078,0.3,0.30712890625,2,tag
1789313945.251103,0.3,0.306884765625,2,tag
