ts,true_distance,depth_m,confidence,lighting
1789314207.51086,0.3,0.302001953125,2,tag
1789314207.517675,0.3,0.3017578125,2,tag
1789314207.534346,0.3,0.301513671875,2,tag
1789314207.550993,0.3,0.302001953125,2,tag
1789314207.567693,0.3,0.3017578125,2,tag
1789314207.584519,0.3,0.30224609375,2,tag
1789314207.601259,0.3,0.302001953125,2,tag
1789314207.617701,0.3,0.3017578125,2,tag
1789314207.634678,0.3,0.3017578125,2,tag
1789314207.6510139,0.3,0.30224609375,2,tag
1789314207.668221,0.3,0.302490234375,2,tag
1789314207.6843472,0.3,0.302490234375,2,tag
1789314207.70136,0.3,0.302490234375,2,tag
1789314207.717643,0.3,0.30224609375,2,tag
1789314207.734395,0.3,0.302490234375,2,tag
1789314207.751179,0.3,0.302490234375,2,tag
1789314207.767678,0.3,0.302490234375,2,tag
1789314207.784587,0.3,0.302734375,2,tag
1789314207.801018,0.3,0.302734375,2,tag
1789314207.817924,0.3,0.302490234375,2,tag
1789314207.834336,0.3,0.30224609375,2,tag
1789314207.851297,0.3,0.30224609375,2,tag
1789314207.8676682,0.3,0.302001953125,2,tag
1789314207.884665,0.3,0.30224609375,2,tag
1789314207.9010139,0.3,0.302490234375,2,tag
1789314207.917907,0.3,0.30224609375,2,tag
1789314207.9343162,0.3,0.302001953125,2,tag
1789314207.95117,0.3,0.302490234375,2,tag
1789314207.967727,0.3,0.302490234375,2,tag
1789314207.9845428,0.3,0.302734375,2,tag
