ts,true_distance,depth_m,confidence,lighting
1789314234.674183,0.3,0.302001953125,2,nacht
1789314234.674289,0.3,0.302001953125,2,nacht
1789314234.690656,0.3,0.30224609375,2,nacht
1789314234.707367,0.3,0.302001953125,2,nacht
1789314234.723983,0.3,0.302001953125,2,nacht
1789314234.7406301,0.3,0.3017578125,2,nacht
1789314234.7573109,0.3,0.301513671875,2,nacht
1789314234.7739491,0.3,0.301025390625,2,nacht
1789314234.790629,0.3,0.30078125,2,nacht
1789314234.8073878,0.3,0.301025390625,2,nacht
1789314234.824113,0.3,0.301025390625,2,nacht
1789314234.840632,0.3,0.30126953125,2,nacht
1789314234.857318,0.3,0.301025390625,2,nacht
1789314234.8740659,0.3,0.30126953125,2,nacht
1789314234.8906279,0.3,0.301513671875,2,nacht
1789314234.907295,0.3,0.301513671875,2,nacht
1789314234.924099,0.3,0.30126953125,2,nacht
1789314234.941355,0.3,0.30126953125,2,nacht
1789314234.95733,0.3,0.301025390625,2,nacht
1789314234.974145,0.3,0.301513671875,2,nacht
1789314234.9906368,0.3,0.3017578125,2,nacht
1789314235.00731,0.3,0.301513671875,2,nacht
1789314235.024135,0.3,0.30126953125,2,nacht
1789314235.040657,0.3,0.301025390625,2,nacht
1789314235.057445,0.3,0.301025390625,2,nacht
1789314235.073968,0.3,0.30078125,2,nacht
1789314235.090663,0.3,0.30078125,2,nacht
1789314235.107533,0.3,0.300537109375,2,nacht
1789314235.124141,0.3,0.301025390625,2,nacht
1789314235.1406422,0.3,0.300537109375,2,nacht
